company,name,year,selling_price,km_driven,fuel,transmission,owner
Maruti,Maruti Swift VDI BSIV,2017,525000,38000,Diesel,Manual,Second Owner
Maruti,Maruti Wagon R VXI,2010,200000,35000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi,2016,819999,39000,Diesel,Manual,First Owner
Hyundai,Hyundai Creta 1.4 CRDi,2016,825000,39000,Diesel,Manual,First Owner
Ford,Ford Ecosport 1.5 Diesel,2015,599000,92651,Diesel,Manual,First Owner
Maruti,Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Manual,First Owner
Tata,Tata Zest Revotron 1.2,2020,500000,40000,Petrol,Manual,First Owner
Tata,Tata Zest Revotron 1.2,2020,500000,40000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Manual,First Owner
Ford,Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2018,570000,20000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,455000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai EON Era Plus,2013,165000,45000,Petrol,Manual,Second Owner
Honda,Honda City i VTEC,2016,925000,22000,Petrol,Manual,First Owner
Tata,Tata Indigo CS eLX,2014,215000,100000,Diesel,Manual,Second Owner
Maruti,Maruti Swift VXI Optional,2016,470000,23700,Petrol,Manual,First Owner
Maruti,Maruti Swift VXI Deca,2016,470000,23700,Petrol,Manual,First Owner
Maruti,Maruti Ciaz ZDi Plus,2017,650000,60000,Diesel,Manual,First Owner
Renault,Renault Captur 1.5 Diesel,2017,900000,50000,Diesel,Manual,First Owner
Ford,Ford Fiesta 1.6 SXI,2011,325000,53287,Petrol,Manual,First Owner
Ford,Ford Fiesta Classic 1.4,2009,190000,100000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 Active 1.4,2017,715000,60000,Diesel,Manual,First Owner
Tata,Tata Indigo CS eVX,2013,227999,60000,Diesel,Manual,Second Owner
Tata,Tata Bolt Quadrajet XE,2017,450000,50000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R LXI,2017,400000,110000,CNG,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,2016,725000,110000,Diesel,Manual,First Owner
Ford,Ford Figo Diesel Titanium,2014,300000,80000,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 GX,2016,1151000,69500,Diesel,Manual,Second Owner
Datsun,Datsun GO T BSIV,2014,225000,33000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.1L,2016,380000,80000,Petrol,Manual,First Owner
Hyundai,Hyundai Elite i20 Magna,2019,630000,5000,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.2,2014,351000,25000,Petrol,Manual,First Owner
Skoda,Skoda Fabia 1.2 TDI,2012,199000,50000,Diesel,Manual,Second Owner
Tata,Tata Hexa XE,2017,850000,50000,Diesel,Manual,First Owner
Tata,Tata Indica Vista Terra,2010,105000,120000,Diesel,Manual,Second Owner
Tata,Tata Manza Aura (ABS),2010,300000,120000,Diesel,Manual,Third Owner
Toyota,Toyota Innova 2.5 GX,2016,950000,80000,Diesel,Manual,First Owner
Mahindra,Mahindra TUV 300 T8,2015,430000,110000,Diesel,Manual,Second Owner
Ford,Ford Endeavour 3.2 Titanium,2016,2100000,80000,Diesel,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2018,540000,30000,Diesel,Manual,First Owner
Hyundai,Hyundai Santro Xing GL,2012,175000,60000,LPG,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 CRDi,2018,1150000,44000,Diesel,Automatic,First Owner
Maruti,Maruti Alto 800 LXI,2020,350000,5000,Petrol,Manual,First Owner
Hyundai,Hyundai Elite i20 Petrol,2019,690000,18000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.4,2015,535000,80000,Diesel,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi,2016,730000,100000,Diesel,Manual,First Owner
Hyundai,Hyundai EON Era Plus,2016,280000,19000,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2019,650000,33000,Petrol,Automatic,First Owner
Hyundai,Hyundai Xcent 1.2 VTVT,2020,360000,65000,Petrol,Manual,Second Owner
Maruti,Maruti Swift Dzire Vdi,2011,250000,170000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Ameo 1.5 TDI,2017,575000,40000,Diesel,Manual,First Owner
Tata,Tata Indigo CS LS,2012,170000,120000,Diesel,Manual,Third Owner
Maruti,Maruti Vitara Brezza LDi,2017,711000,53000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R VXI,2013,250000,90000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2017,675000,35000,Diesel,Manual,First Owner
Maruti,Maruti Wagon R VXI,2016,325000,50000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2016,250000,20000,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZDI,2019,740000,38000,Diesel,Automatic,First Owner
Honda,Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Manual,First Owner
Audi,Audi Q5 35TDI Premium,2018,3975000,31800,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Jeep,Jeep Wrangler 2016-2019 3.6,2017,4100000,17000,Petrol,Automatic,First Owner
Land,Land Rover Discovery Sport,2019,4500000,21000,Diesel,Automatic,First Owner
BMW,BMW 5 Series 520d,2018,3790000,29500,Diesel,Automatic,First Owner
Honda,Honda CR-V 2.4L 4WD,2017,1750000,73000,Petrol,Automatic,First Owner
Skoda,Skoda Superb LK 1.8,2018,1864999,50000,Petrol,Automatic,First Owner
Maruti,Maruti Ciaz 1.3 Alpha,2017,800000,28050,Diesel,Manual,First Owner
Honda,Honda CR-V 2.4L 4WD,2017,1825000,58000,Petrol,Automatic,First Owner
Tata,Tata Hexa XTA,2017,1295000,58000,Diesel,Automatic,First Owner
Renault,Renault Duster 85PS Diesel,2014,425000,69000,Diesel,Manual,First Owner
Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI,2016,4090000,70000,Diesel,Automatic,First Owner
Hyundai,Hyundai Creta 1.6 SX,2015,910000,40000,Diesel,Automatic,First Owner
Toyota,Toyota Corolla Altis 1.8,2013,625000,39000,Petrol,Automatic,First Owner
Volvo,Volvo XC40 D4 R-Design,2018,3400000,22000,Diesel,Automatic,First Owner
Maruti,Maruti Ciaz ZDi,2015,535000,40000,Diesel,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 SLX,2011,325000,142000,Diesel,Manual,First Owner
Maruti,Maruti Swift VXI Deca,2016,500000,22947,Petrol,Manual,First Owner
Hyundai,Hyundai i10 Sportz,2013,300000,30000,Petrol,Manual,Second Owner
Hyundai,Hyundai EON D Lite,2016,270000,7672,Petrol,Manual,First Owner
Maruti,Maruti Alto LXi,2010,160000,36659,Petrol,Manual,First Owner
Maruti,Maruti Omni E MPI,2016,210000,60000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W4,2014,850000,120000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W4,2014,880000,120000,Diesel,Manual,First Owner
Maruti,Maruti Zen Estilo Sports,2010,150000,39000,Petrol,Manual,First Owner
Mahindra,Mahindra TUV 300 T8,2015,775000,45000,Diesel,Automatic,First Owner
Maruti,Maruti Alto LXi,2009,160000,70000,Petrol,Manual,Third Owner
Ford,Ford Figo Diesel EXI,2012,220000,100000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 1.4 Asta,2017,670000,48000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.4 Sportz,2018,780000,35000,Diesel,Manual,First Owner
Maruti,Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 2015-2017 Asta,2017,800000,14000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 2015-2017 Asta,2017,800000,14000,Diesel,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,2014,850000,60000,Diesel,Manual,First Owner
Hyundai,Hyundai EON Era Plus,2013,200000,60000,Petrol,Manual,Second Owner
Skoda,Skoda Fabia 1.4 TDI,2008,140000,150000,Diesel,Manual,Third Owner
Hyundai,Hyundai Verna 1.6 VTVT,2016,800000,80000,Petrol,Automatic,Second Owner
Maruti,Maruti Alto K10 2010-2014,2013,250000,35000,Petrol,Manual,First Owner
Maruti,Maruti S-Cross 2017-2020 Zeta,2017,800000,44500,Diesel,Manual,First Owner
Maruti,Maruti Ciaz ZDi Plus,2015,600000,60000,Diesel,Manual,Third Owner
Renault,Renault Fluence Diesel E4,2012,250000,120000,Diesel,Manual,Third Owner
Honda,Honda Amaze S i-DTEC,2016,500000,80000,Diesel,Manual,Second Owner
Maruti,Maruti Gypsy King Soft,2019,750000,9900,Petrol,Manual,First Owner
Maruti,Maruti Swift ZDi,2014,650000,68000,Diesel,Manual,First Owner
Toyota,Toyota Etios Liva G,2012,350000,40000,Petrol,Manual,Third Owner
Honda,Honda BRV i-DTEC V,2016,950000,60000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Tavera Neo 3,2015,580000,110000,Diesel,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2,2019,640000,10000,Petrol,Manual,First Owner
Mahindra,Mahindra Scorpio VLX 2WD,2014,800000,80000,Diesel,Automatic,First Owner
Maruti,Maruti A-Star Vxi,2011,347000,30000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,2014,1000000,120000,Diesel,Manual,Third Owner
Hyundai,Hyundai EON Sportz,2016,300000,35000,Petrol,Manual,First Owner
Tata,Tata Tigor 1.2 Revotron,2017,493000,40000,Petrol,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna,2014,370000,60000,Petrol,Manual,First Owner
Datsun,Datsun RediGO 1.0 T,2017,300000,20000,Petrol,Manual,First Owner
Renault,Renault KWID Climber 1.0,2017,450000,40000,Petrol,Automatic,First Owner
Ford,Ford Figo Diesel Titanium,2010,185000,124316,Diesel,Manual,Second Owner
Mahindra,Mahindra XUV300 W8 Option,2019,1225000,6544,Diesel,Manual,First Owner
Toyota,Toyota Innova 2.5 GX,2015,1000000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Magna 1.2,2016,600000,10000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W7 BSIV,2018,1100000,50000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 SportZ,2015,360000,30000,Petrol,Manual,Second Owner
Maruti,Maruti Swift Dzire VXi,2012,285000,69000,Petrol,Manual,First Owner
Mahindra,Mahindra KUV 100 mFALCON,2016,350000,49600,Diesel,Manual,Second Owner
Hyundai,Hyundai i10 Era,2008,130000,30000,Petrol,Manual,Second Owner
Chevrolet,Chevrolet Enjoy 1.3 TCDi,2016,500000,198000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Asta (o),2010,350000,80000,Petrol,Manual,First Owner
Maruti,Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Automatic,First Owner
Maruti,Maruti Eeco CNG 5,2020,399000,5000,CNG,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,525000,10000,Petrol,Manual,First Owner
Maruti,Maruti Ertiga BSIV VXI,2017,765000,40000,Petrol,Manual,First Owner
Maruti,Maruti Swift VDI,2012,450000,97000,Diesel,Manual,Third Owner
Tata,Tata Estate Std,1999,78000,80000,Diesel,Manual,Third Owner
Nissan,Nissan Micra Active XV,2014,390000,30000,Petrol,Manual,First Owner
Maruti,Maruti Ertiga SHVS ZDI,2017,940000,120000,Diesel,Manual,First Owner
Renault,Renault Duster 110PS Diesel,2013,650000,120000,Diesel,Manual,Second Owner
Toyota,Toyota Corolla AE,2003,145000,70000,Petrol,Manual,Second Owner
Ford,Ford Figo Aspire 1.5,2017,670000,70000,Diesel,Manual,First Owner
Tata,Tata Indica Vista Quadrajet,2012,285000,178000,Diesel,Manual,Second Owner
Maruti,Maruti Zen Estilo LX,2011,300000,40000,Petrol,Manual,Third Owner
Ford,Ford Figo Diesel EXI,2011,300000,80000,Diesel,Manual,First Owner
Tata,Tata Indica V2 DLS,2009,90000,118000,Diesel,Manual,Second Owner
Maruti,Maruti Alto LX,2004,100000,100000,Petrol,Manual,Second Owner
Tata,Tata Indica V2 2001-2011,2009,90000,120000,Diesel,Manual,Second Owner
Mahindra,Mahindra Scorpio Gateway 2WD,2013,459999,120000,Diesel,Manual,Second Owner
Maruti,Maruti Wagon R AX,2011,250000,65000,Petrol,Manual,Second Owner
Hyundai,Hyundai i10 Asta,2012,300000,41000,Petrol,Manual,Second Owner
Maruti,Maruti Swift ZXI ABS,2005,130000,120000,Petrol,Manual,Second Owner
Maruti,Maruti Alto K10 LXI,2011,199000,70000,Petrol,Manual,Third Owner
Renault,Renault Duster 85PS Diesel,2012,545000,90000,Diesel,Manual,Second Owner
Maruti,Maruti Ertiga ZDI,2014,570000,80000,Diesel,Manual,Second Owner
Honda,Honda City 2017-2020 VTEC,2006,150000,120000,Petrol,Manual,Second Owner
Maruti,Maruti Alto STD,2009,114999,100000,Petrol,Manual,First Owner
Tata,Tata Tigor 1.2 Revotron,2018,450000,35000,Petrol,Manual,First Owner
Renault,Renault Triber RXT BSIV,2019,600000,5000,Petrol,Manual,First Owner
Maruti,Maruti Vitara Brezza VDi,2016,610000,110000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 1.2 Asta,2017,690000,20000,Petrol,Manual,First Owner
Tata,Tata Nexon 1.2 Revotron,2018,790000,15000,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 2010-2014,2014,254999,40000,Petrol,Manual,Second Owner
Honda,Honda Jazz 1.2 V,2016,500000,41000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero SLX,2011,340000,100000,Diesel,Manual,Second Owner
Mahindra,Mahindra Bolero SLX,2007,245000,110000,Diesel,Manual,Third Owner
Ford,Ford Fiesta Classic 1.4,2012,340000,120000,Diesel,Manual,Third Owner
Maruti,Maruti Wagon R LXI,2008,221000,35008,Petrol,Manual,First Owner
Datsun,Datsun RediGO T,2017,270000,31100,Petrol,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi,2014,455000,42312,Diesel,Manual,First Owner
Toyota,Toyota Etios G Safety,2011,300000,72000,Petrol,Manual,First Owner
Toyota,Toyota Etios Liva 1.4,2014,480000,54891,Diesel,Manual,First Owner
Hyundai,Hyundai Verna CRDi 1.6,2018,1000000,30000,Diesel,Automatic,First Owner
BMW,BMW 3 Series 320d,2017,2600000,44000,Diesel,Automatic,First Owner
Toyota,Toyota Innova Crysta 2.8,2017,1850000,18890,Diesel,Automatic,First Owner
Renault,Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Automatic,First Owner
Renault,Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna,2019,625000,4337,Petrol,Automatic,First Owner
Volkswagen,Volkswagen Polo 2015-2019 1.0,2018,560000,14495,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Manual,First Owner
Toyota,Toyota Corolla Altis Diesel,2010,425000,83585,Diesel,Manual,First Owner
Volkswagen,Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Automatic,Second Owner
Toyota,Toyota Innova Crysta 2.4,2016,1475000,100000,Diesel,Manual,First Owner
Renault,Renault Duster 85PS Diesel,2017,750000,48406,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Era 1.4,2016,570000,56239,Diesel,Manual,First Owner
Maruti,Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Manual,First Owner
Honda,Honda Jazz 1.2 S,2016,600000,26000,Petrol,Automatic,First Owner
Toyota,Toyota Etios GD,2012,415000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2,2016,530000,120000,Petrol,Manual,Second Owner
Hyundai,Hyundai i20 Asta Option,2016,540000,38000,Petrol,Manual,First Owner
Hyundai,Hyundai EON Era Plus,2013,180000,60000,Petrol,Manual,First Owner
Maruti,Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Beat LT,2015,200000,50000,Petrol,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron,2017,425000,42000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Sail 1.2 LS,2016,400000,30000,Petrol,Manual,First Owner
Ford,Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2017,310000,15000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Tavera Neo 3,2014,500000,50000,Diesel,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel,2013,200000,60000,Diesel,Manual,Second Owner
Renault,Renault Lodgy 85PS RxE,2018,900000,35000,Diesel,Manual,First Owner
Ambassador,Ambassador CLASSIC 1500 DSL,2000,75000,90000,Diesel,Manual,Second Owner
Maruti,Maruti Swift LXI Optional-O,2015,400000,50000,Petrol,Manual,First Owner
Honda,Honda Mobilio RS i,2015,650000,110000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2015,480000,87847,Diesel,Manual,First Owner
Maruti,Maruti Alto LXi,2009,140000,35000,Petrol,Manual,First Owner
Maruti,Maruti Swift VXI 2018,2018,550000,5000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R AMT,2017,380000,29000,Petrol,Automatic,First Owner
Tata,Tata Indigo CS LS,2016,440000,20000,Diesel,Manual,First Owner
Maruti,Maruti Swift Dzire VXI,2018,630000,15000,Petrol,Manual,First Owner
Renault,Renault KWID RXL,2017,250000,40000,Petrol,Manual,First Owner
Maruti,Maruti Alto LX,2009,120000,17000,Petrol,Manual,First Owner
Tata,Tata Manza Aura Quadrajet,2012,287000,120000,Diesel,Manual,First Owner
Maruti,Maruti Baleno Delta 1.2,2016,550000,45000,Petrol,Manual,First Owner
Mahindra,Mahindra Scorpio 1.99 S10,2016,950000,60000,Diesel,Manual,Third Owner
Tata,Tata Harrier XZ Dark,2019,1630000,25000,Diesel,Manual,First Owner
Ford,Ford Fiesta 1.5 TDCi,2015,501000,80000,Diesel,Manual,Second Owner
Mahindra,Mahindra Bolero 2011-2019 ZLX,2014,550000,70000,Diesel,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2016,300000,25000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R VXI,2015,300000,50000,Petrol,Manual,Third Owner
Toyota,Toyota Etios Liva GD,2012,280000,100000,Diesel,Manual,Second Owner
Ford,Ford Figo 1.5P Titanium,2015,416000,40000,Petrol,Automatic,First Owner
Maruti,Maruti Omni E MPI,2018,260000,30000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Sail 1.2 LS,2016,550000,15000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W8 2WD,2012,700000,100000,Diesel,Manual,Second Owner
Tata,Tata Indigo CS eGLX,2011,181000,70000,Petrol,Manual,First Owner
Mahindra,Mahindra Scorpio VLS AT,2009,365000,110000,Diesel,Automatic,Second Owner
Hyundai,Hyundai Santro Xing XO,2006,150000,9558,Petrol,Manual,First Owner
Maruti,Maruti Alto K10 VXI,2017,400000,10000,Petrol,Automatic,First Owner
Hyundai,Hyundai i10 Sportz,2010,210000,110000,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2013,500000,87000,Diesel,Manual,Second Owner
Jaguar,Jaguar XE 2016-2019 2.0L,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar,Jaguar XF 2.0 Diesel,2017,3200000,45000,Diesel,Automatic,First Owner
Tata,Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo,Volvo XC40 D4 Inscription,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti,Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota,Toyota Innova 2.5 VX,2013,750000,79328,Diesel,Manual,Second Owner
Maruti,Maruti Swift AMT VVT,2019,650000,5621,Petrol,Automatic,First Owner
Toyota,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2,2017,450000,56290,Diesel,Manual,First Owner
BMW,BMW X4 M Sport,2019,5400000,7500,Diesel,Automatic,First Owner
BMW,BMW X4 M Sport,2019,5500000,8500,Diesel,Automatic,First Owner
Honda,Honda Amaze V CVT,2019,779000,7032,Petrol,Automatic,First Owner
Skoda,Skoda Rapid 1.6 MPI,2016,645000,11000,Petrol,Automatic,First Owner
Volvo,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Maruti,Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Manual,First Owner
Tata,Tata Zest Revotron 1.2,2017,550000,120000,Petrol,Manual,First Owner
Maruti,Maruti Ertiga ZDI,2013,509999,148000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.4,2013,459999,60000,Diesel,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,2015,310000,18000,Petrol,Manual,First Owner
Tata,Tata Zest Quadrajet 1.3,2018,775000,80000,Diesel,Manual,First Owner
Maruti,Maruti Alto LXI,2004,105000,96000,Petrol,Manual,Third Owner
Honda,Honda Amaze S i-Dtech,2015,430000,97000,Diesel,Manual,Second Owner
Hyundai,Hyundai i20 Sportz 1.4,2013,360000,210000,Diesel,Manual,Third Owner
Volkswagen,Volkswagen Vento Diesel Breeze,2012,400000,60000,Diesel,Manual,Third Owner
Maruti,Maruti Swift Dzire ZDI,2014,600000,90000,Diesel,Manual,First Owner
Honda,Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Manual,First Owner
Mahindra,Mahindra Verito 1.5 D2,2012,140000,120000,Diesel,Manual,Second Owner
Tata,Tata Indigo TDI,2008,210000,100000,Diesel,Manual,First Owner
Hyundai,Hyundai Grand i10 Asta,2017,550000,20000,Petrol,Manual,First Owner
Chevrolet,Chevrolet Sail Hatchback Petrol,2013,120000,110000,Petrol,Manual,Second Owner
Toyota,Toyota Innova 2.5 GX,2013,400000,35000,Diesel,Manual,First Owner
Honda,Honda WR-V i-DTEC VX,2018,1035000,15000,Diesel,Manual,First Owner
Maruti,Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Manual,First Owner
Hyundai,Hyundai i10 Magna,2008,200000,40000,Petrol,Manual,First Owner
Tata,Tata Manza Club Class,2013,316000,140000,Diesel,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi,2017,813000,110000,Diesel,Manual,First Owner
Toyota,Toyota Innova Crysta 2.8,2016,1575000,55000,Diesel,Automatic,First Owner
Toyota,Toyota Innova 2.5 VX,2013,900000,73000,Diesel,Manual,First Owner
Maruti,Maruti Ertiga VDI,2015,650000,100000,Diesel,Manual,First Owner
Ford,Ford Figo Aspire 1.5,2015,459999,32000,Diesel,Manual,Second Owner
Nissan,Nissan Sunny Diesel XV,2012,290000,112072,Diesel,Manual,First Owner
Ford,Ford Figo Diesel EXI,2014,400000,30000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,2016,565000,70000,Diesel,Manual,Second Owner
Volkswagen,Volkswagen Multivan TDI,2011,2150000,50000,Diesel,Manual,Second Owner
Chevrolet,Chevrolet Spark 1.0 LS,2009,150000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Zen Estilo 1.1,2007,70000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Zen Estilo 1.1,2007,70000,80000,Petrol,Manual,Second Owner
Mercedes-Benz,Mercedes-Benz E-Class E 250,2011,1190000,80000,Petrol,Automatic,Second Owner
Hyundai,Hyundai Santro GLS I,2006,140000,100000,Petrol,Manual,Second Owner
Ford,Ford EcoSport 1.5 Diesel,2018,900000,19000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Sportz Option,2015,600000,40000,Diesel,Manual,First Owner
Mahindra,Mahindra Scorpio S10 7,2015,1100000,52269,Diesel,Manual,First Owner
Maruti,Maruti Omni LPG CARGO,2010,120000,170000,LPG,Manual,Second Owner
Maruti,Maruti Omni E 8,2009,120000,140000,Petrol,Manual,First Owner
Maruti,Maruti Omni E 8,2010,120000,170000,Petrol,Manual,Second Owner
Hyundai,Hyundai i20 Magna,2009,229999,60000,Petrol,Manual,Third Owner
Honda,Honda Amaze i-VTEC Privilege,2017,570000,15780,Petrol,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX,2014,575000,106000,Diesel,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Highline,2012,280000,80000,Diesel,Manual,Third Owner
Hyundai,Hyundai i20 Active 1.4,2015,580000,74000,Diesel,Manual,Second Owner
Maruti,Maruti Ertiga VDI,2018,875000,35000,Diesel,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX,2013,500000,70000,Diesel,Manual,Third Owner
Maruti,Maruti Ciaz ZDi,2015,700000,60000,Diesel,Manual,First Owner
Ford,Ford Figo 1.2P Titanium,2016,388000,50000,Petrol,Manual,Second Owner
Hyundai,Hyundai i10 Sportz,2011,225000,80000,Petrol,Manual,Second Owner
Tata,Tata Indigo CS eGLX,2011,90000,90000,Petrol,Manual,Second Owner
Renault,Renault Duster 110PS Diesel,2014,600000,114000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Magna,2009,235000,100000,Petrol,Manual,First Owner
Hyundai,Hyundai i20 1.4 CRDi,2011,350000,100000,Diesel,Manual,Second Owner
Hyundai,Hyundai i10 Sportz,2011,235000,80000,Petrol,Manual,Second Owner
Maruti,Maruti Alto LXi,2010,190000,35000,Petrol,Manual,First Owner
Tata,Tata Manza Aura (ABS),2011,325000,79000,Diesel,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.2,2007,550000,2360457,Petrol,Manual,Second Owner
Volkswagen,Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Manual,Third Owner
Tata,Tata Tigor 1.2 Revotron,2017,550000,10000,Petrol,Manual,First Owner
Mahindra,Mahindra XUV500 W8 AWD,2013,720000,150000,Diesel,Manual,Second Owner
Nissan,Nissan Micra XE,2011,110000,110000,Petrol,Manual,First Owner
Maruti,Maruti Alto 800 VXI,2018,310000,10000,Petrol,Manual,First Owner
Maruti,Maruti Wagon R LXI,2010,150000,70000,LPG,Manual,Second Owner
Tata,Tata Indica Vista TDI,2012,260000,46000,Diesel,Manual,First Owner
Maruti,Maruti Swift VDI,2013,450000,108800,Diesel,Manual,Third Owner
Hyundai,Hyundai i10 Sportz Option,2009,199000,70000,Petrol,Manual,Second Owner
Mahindra,Mahindra Scorpio S3 9,2018,1000000,35000,Diesel,Manual,First Owner
Ford,Ford Figo Diesel EXI,2011,240000,72000,Diesel,Manual,First Owner
Renault,Renault KWID RXL,2018,350000,40000,Petrol,Manual,First Owner
Mahindra,Mahindra Bolero 2011-2019 ZLX,2014,530000,120000,Diesel,Manual,Third Owner
